trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
183,False,"{'a': 0.1, 'e': 0.6328638290270813}",25,14,-22.354420068424528,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
184,False,"{'a': 0.1, 'e': 0.631283645506926}",20,0,-56.107490691583074,"{0: 17, 1: 0, 2: 0, 3: 2, 4: 1}",0
185,False,"{'a': 0.1, 'e': 0.62970740751161}",25,0,-82.43664009127151,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
186,False,"{'a': 0.1, 'e': 0.6281351051896408}",35,0,-112.69851865038638,"{0: 27, 1: 4, 2: 1, 3: 0, 4: 3}",0
187,False,"{'a': 0.1, 'e': 0.6265667287141238}",20,0,-26.174982038796273,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
188,False,"{'a': 0.1, 'e': 0.6250022682827008}",20,13,-23.99403694581207,"{0: 4, 1: 0, 2: 3, 3: 0, 4: 0}",1
189,False,"{'a': 0.1, 'e': 0.623441714117489}",25,6,-3.9203911285330197,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
190,False,"{'a': 0.1, 'e': 0.62188505646502}",25,4,-44.954664355713355,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 1}",1
191,False,"{'a': 0.1, 'e': 0.6203322855961783}",20,0,-73.5112379003991,"{0: 16, 1: 0, 2: 1, 3: 2, 4: 1}",0
192,False,"{'a': 0.1, 'e': 0.6187833918061408}",25,14,-14.480478815757975,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
193,False,"{'a': 0.1, 'e': 0.6172383654143164}",30,16,-20.559913521396087,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 0}",1
194,False,"{'a': 0.1, 'e': 0.6156971967642851}",25,0,-36.84238511521528,"{0: 18, 1: 4, 2: 2, 3: 1, 4: 0}",0
195,False,"{'a': 0.1, 'e': 0.6141598762237378}",20,0,-78.19341562189918,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
196,False,"{'a': 0.1, 'e': 0.6126263941844161}",20,13,-78.69260147913452,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 2}",1
197,False,"{'a': 0.1, 'e': 0.6110967410620523}",25,0,-46.96852195934695,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",1
198,False,"{'a': 0.1, 'e': 0.6095709072963093}",25,0,11.88441254399395,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
199,False,"{'a': 0.1, 'e': 0.6080488833507213}",20,0,-67.62804957546365,"{0: 16, 1: 0, 2: 1, 3: 2, 4: 1}",0
200,False,"{'a': 0.1, 'e': 0.6065306597126334}",25,0,-50.58127539365232,"{0: 18, 1: 1, 2: 5, 3: 1, 4: 0}",0
201,False,"{'a': 0.1, 'e': 0.6050162268931432}",25,0,-100.36558590565024,"{0: 16, 1: 1, 2: 6, 3: 1, 4: 1}",0
202,False,"{'a': 0.1, 'e': 0.6035055754270405}",20,10,14.488601262782005,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.1, 'e': 0.6019986958727488}",25,5,-64.43583197723851,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",1
204,False,"{'a': 0.1, 'e': 0.6004955788122659}",30,6,-80.31667679476304,"{0: 17, 1: 1, 2: 4, 3: 1, 4: 1}",1
205,False,"{'a': 0.1, 'e': 0.5989962148511054}",20,10,-49.68497304605085,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 1}",1
206,False,"{'a': 0.1, 'e': 0.5975005946182375}",30,10,-59.67543319340015,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",1
207,False,"{'a': 0.1, 'e': 0.596008708766031}",25,0,-39.98711850605814,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
208,False,"{'a': 0.1, 'e': 0.5945205479701944}",20,7,-75.85777394244074,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 2}",1
209,False,"{'a': 0.1, 'e': 0.5930361029297179}",20,13,-13.682038630533341,"{0: 4, 1: 2, 2: 1, 3: 0, 4: 0}",1
210,False,"{'a': 0.1, 'e': 0.5915553643668151}",25,14,6.507405725429143,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
211,False,"{'a': 0.1, 'e': 0.5900783230268652}",20,13,-0.8032479369148959,"{0: 5, 1: 2, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.1, 'e': 0.5886049696783552}",20,10,19.05664547013565,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.1, 'e': 0.5871352951128217}",20,0,-44.86196028239578,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
214,False,"{'a': 0.1, 'e': 0.5856692901447937}",30,17,4.442141230560987,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
215,False,"{'a': 0.1, 'e': 0.5842069456117358}",25,16,-38.216196860616805,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
216,False,"{'a': 0.1, 'e': 0.5827482523739896}",30,17,-4.024101411262884,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
217,False,"{'a': 0.1, 'e': 0.5812932013147178}",25,0,-77.07635990379733,"{0: 18, 1: 0, 2: 6, 3: 0, 4: 1}",0
218,False,"{'a': 0.1, 'e': 0.5798417833398464}",30,22,0.9181361156653787,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
219,False,"{'a': 0.1, 'e': 0.5783939893780083}",25,4,-39.421574949184695,"{0: 15, 1: 2, 2: 3, 3: 1, 4: 0}",1
220,False,"{'a': 0.1, 'e': 0.5769498103804866}",30,0,-47.415290750656986,"{0: 23, 1: 2, 2: 3, 3: 2, 4: 0}",0
221,False,"{'a': 0.1, 'e': 0.575509237321158}",20,12,0.7667892474396907,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
222,False,"{'a': 0.1, 'e': 0.574072261196436}",30,0,-40.757846154324184,"{0: 25, 1: 1, 2: 1, 3: 3, 4: 0}",0
223,False,"{'a': 0.1, 'e': 0.5726388730252152}",20,0,-61.93821728097043,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",1
224,False,"{'a': 0.1, 'e': 0.5712090638488149}",20,0,-49.73354753632396,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",1
225,False,"{'a': 0.1, 'e': 0.569782824730923}",20,0,-6.947573936860179,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
226,False,"{'a': 0.1, 'e': 0.5683601467575404}",25,4,-5.55689685491637,"{0: 17, 1: 2, 2: 2, 3: 0, 4: 0}",1
227,False,"{'a': 0.1, 'e': 0.5669410210369252}",20,0,-76.3041184078986,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
228,False,"{'a': 0.1, 'e': 0.5655254386995371}",30,11,-103.39842628422049,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 1}",1
229,False,"{'a': 0.1, 'e': 0.5641133908979816}",20,0,-63.59325105468675,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
230,False,"{'a': 0.1, 'e': 0.5627048688069557}",30,16,-10.10904753119521,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
231,False,"{'a': 0.1, 'e': 0.5612998636231915}",20,0,-74.92391007461843,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
232,False,"{'a': 0.1, 'e': 0.559898366565402}",20,13,-80.17302519080047,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 2}",1
233,False,"{'a': 0.1, 'e': 0.5585003688742262}",20,0,-21.275980745821933,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
234,False,"{'a': 0.1, 'e': 0.5571058618121739}",30,0,-77.5491615480664,"{0: 23, 1: 0, 2: 5, 3: 1, 4: 1}",0
235,False,"{'a': 0.1, 'e': 0.5557148366635714}",25,15,-68.1455240689392,"{0: 6, 1: 0, 2: 2, 3: 1, 4: 1}",1
236,False,"{'a': 0.1, 'e': 0.5543272847345071}",20,2,-76.70654351213189,"{0: 11, 1: 2, 2: 2, 3: 3, 4: 0}",1
237,False,"{'a': 0.1, 'e': 0.5529431973527766}",30,9,12.284736688367612,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 0}",1
238,False,"{'a': 0.1, 'e': 0.5515625658678298}",30,16,13.340591005683896,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
239,False,"{'a': 0.1, 'e': 0.550185381650715}",25,8,-57.842630623892056,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 1}",1
240,False,"{'a': 0.1, 'e': 0.5488116360940265}",25,2,-73.59979300539523,"{0: 13, 1: 4, 2: 4, 3: 2, 4: 0}",1
241,False,"{'a': 0.1, 'e': 0.54744132061185}",20,0,-29.076139074554376,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
242,False,"{'a': 0.1, 'e': 0.5460744266397094}",20,1,4.603210516112894,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
243,False,"{'a': 0.1, 'e': 0.5447109456345129}",25,18,11.195031956234637,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.1, 'e': 0.5433508690744998}",25,0,-18.432748796268555,"{0: 19, 1: 3, 2: 3, 3: 0, 4: 0}",0
245,False,"{'a': 0.1, 'e': 0.5419941884591871}",25,7,-21.926951659455522,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 0}",1
246,False,"{'a': 0.1, 'e': 0.5406408953093166}",20,0,-12.282867655011275,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
247,False,"{'a': 0.1, 'e': 0.5392909811668016}",25,0,-40.02916129031826,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
248,False,"{'a': 0.1, 'e': 0.5379444375946745}",25,14,-40.06268978102382,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 1}",1
249,False,"{'a': 0.1, 'e': 0.5366012561770334}",25,17,1.104982225480938,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
250,False,"{'a': 0.1, 'e': 0.5352614285189903}",20,0,2.542918225236178,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
251,False,"{'a': 0.1, 'e': 0.5339249462466177}",25,15,-12.8495324127286,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
252,False,"{'a': 0.1, 'e': 0.5325918010068972}",20,0,-10.840882051792486,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
253,False,"{'a': 0.1, 'e': 0.5312619844676667}",25,0,-82.03256740450912,"{0: 19, 1: 0, 2: 4, 3: 1, 4: 1}",0
254,False,"{'a': 0.1, 'e': 0.5299354883175685}",25,11,-31.656695903943678,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
255,False,"{'a': 0.1, 'e': 0.5286123042659973}",20,7,-104.84120203561906,"{0: 7, 1: 1, 2: 3, 3: 0, 4: 2}",1
256,False,"{'a': 0.1, 'e': 0.5272924240430485}",20,12,2.1215789753636507,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
257,False,"{'a': 0.1, 'e': 0.5259758393994666}",20,0,-29.427991721644965,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
258,False,"{'a': 0.1, 'e': 0.5246625421065929}",30,14,-4.5583099169219,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
259,False,"{'a': 0.1, 'e': 0.5233525239563153}",20,0,-26.426782132000277,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
260,False,"{'a': 0.1, 'e': 0.522045776761016}",20,1,-23.562335474240435,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 0}",1
261,False,"{'a': 0.1, 'e': 0.520742292353521}",25,1,-107.2891492597646,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 3}",1
262,False,"{'a': 0.1, 'e': 0.5194420625870482}",25,0,-15.038391497978882,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
263,False,"{'a': 0.1, 'e': 0.5181450793351574}",30,10,-21.136201066462963,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",1
264,False,"{'a': 0.1, 'e': 0.5168513344916992}",25,15,-6.572829693189922,"{0: 7, 1: 2, 2: 1, 3: 0, 4: 0}",1
265,False,"{'a': 0.1, 'e': 0.5155608199707641}",20,0,12.183124886376802,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
266,False,"{'a': 0.1, 'e': 0.5142735277066319}",20,12,-5.093968667559086,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
267,False,"{'a': 0.1, 'e': 0.5129894496537222}",20,14,10.303422959375725,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.1, 'e': 0.5117085777865424}",30,0,-57.55348972723016,"{0: 21, 1: 3, 2: 5, 3: 1, 4: 0}",0
269,False,"{'a': 0.1, 'e': 0.5104309040996398}",25,0,-35.5936865587175,"{0: 22, 1: 1, 2: 0, 3: 1, 4: 1}",0
270,False,"{'a': 0.1, 'e': 0.5091564206075492}",25,11,17.188487707300865,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.1, 'e': 0.5078851193447448}",30,19,-22.257599489465697,"{0: 7, 1: 3, 2: 0, 3: 1, 4: 0}",1
272,False,"{'a': 0.1, 'e': 0.5066169923655895}",20,0,-54.51672452483932,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
273,False,"{'a': 0.1, 'e': 0.5053520317442859}",20,2,-8.486440743170217,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
274,False,"{'a': 0.1, 'e': 0.5040902295748255}",25,2,1.2767102877663754,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 0}",1
275,False,"{'a': 0.1, 'e': 0.5028315779709409}",20,2,-33.321345052820114,"{0: 12, 1: 3, 2: 2, 3: 1, 4: 0}",1
276,False,"{'a': 0.1, 'e': 0.5015760690660555}",30,2,-30.78715188594919,"{0: 23, 1: 2, 2: 2, 3: 0, 4: 1}",1
277,False,"{'a': 0.1, 'e': 0.5003236950132345}",25,16,-4.689845546878701,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
278,False,"{'a': 0.1, 'e': 0.49907444798513595}",25,0,-37.38149252581104,"{0: 20, 1: 3, 2: 1, 3: 0, 4: 1}",0
279,False,"{'a': 0.1, 'e': 0.49782832017396195}",20,11,-0.14279986803806421,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
280,False,"{'a': 0.1, 'e': 0.49658530379140947}",30,16,-5.33514466524852,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
281,False,"{'a': 0.1, 'e': 0.4953453910686223}",25,0,7.081403446194731,"{0: 23, 1: 1, 2: 0, 3: 1, 4: 0}",0
282,False,"{'a': 0.1, 'e': 0.4941085742561417}",20,11,2.6332988646174704,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.1, 'e': 0.4928748456238586}",25,0,0.7228043572699643,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
284,False,"{'a': 0.1, 'e': 0.4916441974609651}",20,5,-10.729671262876106,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 0}",1
285,False,"{'a': 0.1, 'e': 0.49041662207590614}",35,8,-117.61051907358156,"{0: 18, 1: 3, 2: 3, 3: 1, 4: 2}",1
286,False,"{'a': 0.1, 'e': 0.48919211179633154}",20,1,-9.966631808684548,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
287,False,"{'a': 0.1, 'e': 0.48797065896904807}",20,6,-9.464831740131942,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
288,False,"{'a': 0.1, 'e': 0.4867522559599717}",20,3,-37.52041268688135,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 1}",1
289,False,"{'a': 0.1, 'e': 0.48553689515407944}",20,0,26.718993785161395,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
290,False,"{'a': 0.1, 'e': 0.48432456895536247}",20,14,-2.217005931051802,"{0: 4, 1: 2, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.1, 'e': 0.48311526978677805}",20,0,-83.33340052601704,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
292,False,"{'a': 0.1, 'e': 0.48190899009020244}",25,0,-57.889002928709125,"{0: 21, 1: 0, 2: 1, 3: 2, 4: 1}",0
293,False,"{'a': 0.1, 'e': 0.4807057223263836}",30,8,-20.777591004682563,"{0: 17, 1: 1, 2: 3, 3: 1, 4: 0}",1
294,False,"{'a': 0.1, 'e': 0.4795054589748941}",20,0,-45.22888890295882,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
295,False,"{'a': 0.1, 'e': 0.4783081925340841}",20,1,-81.94620647365895,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 2}",1
296,False,"{'a': 0.1, 'e': 0.4771139155210344}",20,13,12.4118981811054,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.1, 'e': 0.4759226204715098}",20,2,-32.1663927849304,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
298,False,"{'a': 0.1, 'e': 0.4747342999399124}",25,3,-48.9471713078095,"{0: 14, 1: 3, 2: 4, 3: 1, 4: 0}",1
299,False,"{'a': 0.1, 'e': 0.47354894649923496}",20,14,13.846852723365544,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.1, 'e': 0.4723665527410147}",20,0,-47.10925694071155,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
301,False,"{'a': 0.1, 'e': 0.4711871112752867}",20,6,4.194927731986665,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
302,False,"{'a': 0.1, 'e': 0.47001061473053796}",20,8,-14.508539526891342,"{0: 9, 1: 1, 2: 1, 3: 1, 4: 0}",1
303,False,"{'a': 0.1, 'e': 0.46883705575366125}",25,3,-119.57565005185488,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 3}",1
304,False,"{'a': 0.1, 'e': 0.46766642700990924}",25,11,-63.126484063587164,"{0: 9, 1: 3, 2: 0, 3: 1, 4: 1}",1
305,False,"{'a': 0.1, 'e': 0.4664987211828483}",25,6,-41.24059659137144,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 1}",1
306,False,"{'a': 0.1, 'e': 0.4653339309743134}",30,0,-53.480635140546376,"{0: 25, 1: 1, 2: 2, 3: 1, 4: 1}",1
307,False,"{'a': 0.1, 'e': 0.4641720491043618}",25,0,5.302624201635998,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
308,False,"{'a': 0.1, 'e': 0.46301306831122807}",30,18,-69.24131495194456,"{0: 8, 1: 1, 2: 0, 3: 2, 4: 1}",1
309,False,"{'a': 0.1, 'e': 0.4618569813512785}",20,16,6.4117648876487126,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,False,"{'a': 0.1, 'e': 0.4607037809989658}",20,1,21.31339945496212,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.1, 'e': 0.4595534600467841}",20,11,-6.914460439650195,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
312,False,"{'a': 0.1, 'e': 0.4584060113052235}",30,5,9.515756874214887,"{0: 21, 1: 3, 2: 1, 3: 0, 4: 0}",1
313,False,"{'a': 0.1, 'e': 0.4572614276027259}",25,0,-39.47895491586113,"{0: 20, 1: 3, 2: 1, 3: 0, 4: 1}",0
314,False,"{'a': 0.1, 'e': 0.4561197017856392}",30,10,-57.51702557482409,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",1
315,False,"{'a': 0.1, 'e': 0.4549808267181735}",25,19,1.7019485061805266,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.1, 'e': 0.45384479528235583}",20,2,-36.11330061610454,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
317,False,"{'a': 0.1, 'e': 0.452711600377986}",20,5,-36.28093872770298,"{0: 8, 1: 4, 2: 3, 3: 0, 4: 0}",1
318,False,"{'a': 0.1, 'e': 0.4515812349225922}",25,0,-29.608814875007965,"{0: 20, 1: 0, 2: 4, 3: 1, 4: 0}",0
319,False,"{'a': 0.1, 'e': 0.45045369185138673}",30,8,22.712868773998014,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
320,False,"{'a': 0.1, 'e': 0.44932896411722156}",35,0,-15.521997662173986,"{0: 28, 1: 3, 2: 4, 3: 0, 4: 0}",0
321,False,"{'a': 0.1, 'e': 0.44820704469054484}",20,5,-50.21121432556035,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 1}",1
322,False,"{'a': 0.1, 'e': 0.4470879265593564}",20,9,-35.64068635162276,"{0: 7, 1: 0, 2: 3, 3: 1, 4: 0}",1
323,False,"{'a': 0.1, 'e': 0.4459716027291644}",25,10,-37.307873583519275,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 1}",1
324,False,"{'a': 0.1, 'e': 0.4448580662229411}",20,0,-5.6092881249033315,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
325,False,"{'a': 0.1, 'e': 0.44374731008107987}",25,7,6.476814199629471,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
326,False,"{'a': 0.1, 'e': 0.4426393273613511}",20,1,9.74701656513696,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
327,False,"{'a': 0.1, 'e': 0.4415341111388592}",25,0,-43.46940128667072,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
328,False,"{'a': 0.1, 'e': 0.44043165450599925}",20,0,-56.058772242380215,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
329,False,"{'a': 0.1, 'e': 0.43933195057241364}",20,5,4.02938749417471,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 0}",1
330,False,"{'a': 0.1, 'e': 0.4382349924649492}",25,9,-11.242760846631668,"{0: 13, 1: 1, 2: 1, 3: 1, 4: 0}",1
331,False,"{'a': 0.1, 'e': 0.43714077332761425}",20,2,-2.2733179393094662,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
332,False,"{'a': 0.1, 'e': 0.43604928632153556}",20,12,-3.1028379814472102,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
333,False,"{'a': 0.1, 'e': 0.43496052462491586}",20,0,-142.36522419779132,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 3}",0
334,False,"{'a': 0.1, 'e': 0.4338744814329909}",20,6,19.856727365332365,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.1, 'e': 0.43279114995798723}",30,13,17.37316492823164,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.1, 'e': 0.43171052342907973}",35,21,3.0722272897802894,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
337,False,"{'a': 0.1, 'e': 0.43063259509234886}",20,0,-82.10217126768113,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
338,False,"{'a': 0.1, 'e': 0.42955735821073915}",25,0,-17.03567791060476,"{0: 22, 1: 2, 2: 0, 3: 0, 4: 1}",0
339,False,"{'a': 0.1, 'e': 0.42848480606401657}",25,11,-10.160609073368768,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
340,False,"{'a': 0.1, 'e': 0.4274149319487267}",20,0,-49.63598263647127,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",1
341,False,"{'a': 0.1, 'e': 0.4263477291781528}",20,10,-44.642532293946346,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 1}",1
342,False,"{'a': 0.1, 'e': 0.42528319108227414}",20,0,-7.638985934408822,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
343,False,"{'a': 0.1, 'e': 0.4242213110077241}",20,2,-34.86377128378201,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
344,False,"{'a': 0.1, 'e': 0.4231620823177488}",25,11,-13.969869987263703,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
345,False,"{'a': 0.1, 'e': 0.4221054983921655}",20,7,9.233796822738725,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.1, 'e': 0.4210515526273212}",20,0,-118.12472052262308,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 3}",0
347,False,"{'a': 0.1, 'e': 0.42000023843605133}",25,0,-13.178344798961247,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
348,False,"{'a': 0.1, 'e': 0.418951549247639}",30,4,-42.24562484688936,"{0: 21, 1: 2, 2: 1, 3: 1, 4: 1}",1
349,False,"{'a': 0.1, 'e': 0.41790547850777315}",30,7,-16.309137220949452,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 0}",1
350,False,"{'a': 0.1, 'e': 0.4168620196785084}",25,16,-14.25604136325439,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 0}",1
351,False,"{'a': 0.1, 'e': 0.41582116623822357}",25,13,-14.907641136697958,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
352,False,"{'a': 0.1, 'e': 0.4147829116815814}",25,10,-1.1056756005523514,"{0: 12, 1: 2, 2: 1, 3: 0, 4: 0}",1
353,False,"{'a': 0.1, 'e': 0.4137472495194873}",20,13,-13.345184129548544,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
354,False,"{'a': 0.1, 'e': 0.4127141732790497}",25,11,-31.22864753246963,"{0: 9, 1: 2, 2: 2, 3: 1, 4: 0}",1
355,False,"{'a': 0.1, 'e': 0.41168367650353843}",30,19,20.088496527507292,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.1, 'e': 0.4106557527523455}",25,11,-50.872784098269605,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 1}",1
357,False,"{'a': 0.1, 'e': 0.409630395600944}",25,3,-9.657006467085163,"{0: 18, 1: 3, 2: 0, 3: 1, 4: 0}",1
358,False,"{'a': 0.1, 'e': 0.40860759864084845}",20,15,8.91334639616226,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.1, 'e': 0.40758735547957453}",20,8,-23.808104470000078,"{0: 7, 1: 3, 2: 2, 3: 0, 4: 0}",1
360,False,"{'a': 0.1, 'e': 0.4065696597405991}",20,0,-42.30330426164989,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
361,False,"{'a': 0.1, 'e': 0.4055545050633206}",25,0,-89.47239734480294,"{0: 15, 1: 4, 2: 5, 3: 0, 4: 1}",0
362,False,"{'a': 0.1, 'e': 0.4045418851030188}",20,6,-1.13950948805166,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
363,False,"{'a': 0.1, 'e': 0.4035317935308158}",20,13,-6.723333739607466,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
364,False,"{'a': 0.1, 'e': 0.40252422403363597}",25,10,19.105835569257504,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.1, 'e': 0.4015191703141667}",20,12,-6.48651802026768,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
366,False,"{'a': 0.1, 'e': 0.4005166260908188}",20,16,7.458576958215742,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
